ID,Node FE,Node EC,Node CE,Node EF,Node FF,Node EE,Node F,Node E,Node C
1, 1059901.00000000, 4029001.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 18258501.00000000
2, 954701.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 2473301.00000000, 0.00000000
3, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 450001.00000000, 0.00000000, 0.00000000
4, 1059901.00000000, 4029001.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 18258501.00000000
5, 954701.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 2473301.00000000, 0.00000000
6, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 450001.00000000, 0.00000000, 0.00000000
7, 1059901.00000000, 4029001.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 18258501.00000000
8, 954701.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 2473301.00000000, 0.00000000
9, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 450001.00000000, 0.00000000, 0.00000000
10, 1059901.00000000, 4029001.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 18258501.00000000
11, 954701.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 2473301.00000000, 0.00000000
12, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 450001.00000000, 0.00000000, 0.00000000
13, 1059901.00000000, 4029001.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 18258501.00000000
14, 954701.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 2473301.00000000, 0.00000000
15, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 450001.00000000, 0.00000000, 0.00000000
16, 1059901.00000000, 4029001.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 18258501.00000000
17, 954701.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 2473301.00000000, 0.00000000
18, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 450001.00000000, 0.00000000, 0.00000000
